complaint_id,date,complaint_text,category,sentiment,priority,channel,customer_value,resolution_time,is_repeat_customer
21641,2024-11-28,There seems to be an issue because There is a problem account error please resolve quickly. Need help urgently.,Account Issue,Negative,High,Website,44434,54,0
21642,2024-08-01,"I had an experience where Need help regarding this late please resolve quickly, and I am not satisfied.",Delivery Issue,Negative,Medium,App,15279,20,1
21643,2024-02-06,"I had an experience where Not satisfied with the experience deducted, and I am not satisfied.",Payment Problem,Negative,High,Call,49237,76,0
21644,2024-10-02,"I had an experience where Issue not resolved not arrived please resolve quickly, and I am not satisfied.",Delivery Issue,Neutral,Low,Email,22149,16,0
21645,2024-06-10,This is regarding a problem where Issue not resolved. Kindly resolve soon.,Product Quality,Negative,Medium,App,17589,83,0
21646,2024-12-27,There seems to be an issue because There is a problem account error please resolve quickly. Need help urgently.,Account Issue,Neutral,Low,Website,1563,66,0
21647,2024-02-10,There seems to be an issue because I am facing an issue payment issue. Need help urgently.,Payment Problem,Negative,Medium,Email,3003,114,1
21648,2024-10-29,This is regarding a problem where Need help regarding this help. Kindly resolve soon.,Customer Service,Positive,Low,Call,9729,62,0
21649,2024-09-06,I am facing this issue where Issue not resolved password. Please look into it.,Account Issue,Positive,Low,App,45898,85,1
21650,2024-04-12,There seems to be an issue because Issue not resolved access please resolve quickly. Need help urgently.,Account Issue,Negative,High,Email,45040,17,0
21651,2024-03-03,I am facing this issue where There is a problem payment issue. Please look into it.,Payment Problem,Negative,Medium,Call,15423,35,1
21652,2024-04-25,"I had an experience where I am facing an issue no response, and I am not satisfied.",Customer Service,Neutral,Low,Email,24830,100,1
21653,2024-12-19,This is regarding a problem where Not satisfied with the experience transaction. Kindly resolve soon.,Payment Problem,Negative,Medium,Email,18495,75,0
21654,2024-08-17,"I had an experience where Issue not resolved, and I am not satisfied.",Customer Service,Negative,Medium,Call,5380,34,0
21655,2024-05-05,I am facing this issue where This is very frustrating assistance please resolve quickly. Please look into it.,Customer Service,Negative,Medium,Website,6029,113,0
21656,2024-11-02,There seems to be an issue because Need help regarding this damaged. Need help urgently.,Product Quality,Negative,High,App,34091,103,0
21657,2024-04-26,I am facing this issue where I am facing an issue transaction. Please look into it.,Payment Problem,Negative,High,App,29542,62,0
21658,2024-10-10,I am facing this issue where There is a problem return. Please look into it.,Refund Issue,Negative,Medium,Email,16884,34,0
21659,2024-09-03,I am facing this issue where Need help regarding this help please resolve quickly. Please look into it.,Customer Service,Negative,Medium,Call,13644,94,0
21660,2024-04-23,This is regarding a problem where Issue not resolved help. Kindly resolve soon.,Customer Service,Negative,High,Email,26468,53,1
21661,2024-04-24,There seems to be an issue because Not satisfied with the experience help please resolve quickly. Need help urgently.,Customer Service,Negative,High,App,30252,94,0
21662,2024-05-09,This is regarding a problem where Not satisfied with the experience not credited please resolve quickly. Kindly resolve soon.,Refund Issue,Negative,High,App,25139,50,0
21663,2024-09-07,This is regarding a problem where I am facing an issue please resolve quickly. Kindly resolve soon.,Refund Issue,Negative,Medium,Call,4008,82,0
21664,2024-10-22,"I had an experience where This is very frustrating money back please resolve quickly, and I am not satisfied.",Refund Issue,Negative,High,Website,23357,71,1
21665,2024-06-11,This is regarding a problem where Issue not resolved support. Kindly resolve soon.,Customer Service,Neutral,Low,Website,12100,93,0
21666,2024-02-19,This is regarding a problem where I am facing an issue payment issue please resolve quickly. Kindly resolve soon.,Payment Problem,Negative,Medium,App,9411,50,1
21667,2024-10-17,This is regarding a problem where There is a problem money back. Kindly resolve soon.,Refund Issue,Negative,High,Call,43456,44,0
21668,2024-01-15,I would like to report that This is very frustrating no response please resolve quickly. Please fix this.,Customer Service,Neutral,Low,App,9804,18,0
21669,2024-05-26,I am facing this issue where I am facing an issue login. Please look into it.,Account Issue,Negative,Medium,App,2863,24,0
21670,2024-04-25,"I had an experience where There is a problem waiting please resolve quickly, and I am not satisfied.",Delivery Issue,Neutral,Low,App,33154,67,0
21671,2024-11-10,"I had an experience where Not satisfied with the experience not arrived please resolve quickly, and I am not satisfied.",Delivery Issue,Negative,High,Email,25643,79,0
21672,2024-09-08,There seems to be an issue because Need help regarding this refund pending. Need help urgently.,Refund Issue,Negative,Medium,Website,13557,44,0
21673,2024-01-24,I would like to report that This is very frustrating deducted please resolve quickly. Please fix this.,Payment Problem,Negative,High,Email,32218,95,0
21674,2024-07-05,This is regarding a problem where I am facing an issue assistance. Kindly resolve soon.,Customer Service,Negative,Medium,App,10652,43,0
21675,2024-07-17,There seems to be an issue because Need help regarding this login. Need help urgently.,Account Issue,Negative,Medium,Website,3146,74,0
21676,2024-07-18,There seems to be an issue because Not satisfied with the experience delay. Need help urgently.,Delivery Issue,Neutral,Low,Website,45464,95,0
21677,2024-01-12,"I had an experience where Issue not resolved return, and I am not satisfied.",Refund Issue,Neutral,Low,Website,10017,18,1
21678,2024-07-26,I would like to report that I am facing an issue password. Please fix this.,Account Issue,Negative,Medium,Website,10871,72,0
21679,2024-05-28,"I had an experience where Issue not resolved charged, and I am not satisfied.",Payment Problem,Negative,High,Call,27021,12,1
21680,2024-11-05,There seems to be an issue because Need help regarding this damaged. Need help urgently.,Product Quality,Negative,High,Email,34871,103,0
21681,2024-04-08,"I had an experience where Need help regarding this late, and I am not satisfied.",Delivery Issue,Negative,High,Website,45181,42,1
21682,2024-08-23,I am facing this issue where Need help regarding this refund pending please resolve quickly. Please look into it.,Refund Issue,Negative,High,Call,40451,24,0
21683,2024-07-06,I would like to report that Need help regarding this account error please resolve quickly. Please fix this.,Account Issue,Negative,High,Website,24247,97,0
21684,2024-06-08,"I had an experience where This is very frustrating assistance please resolve quickly, and I am not satisfied.",Customer Service,Negative,High,Website,30456,115,1
21685,2024-03-13,This is regarding a problem where There is a problem not arrived. Kindly resolve soon.,Delivery Issue,Positive,Low,Website,10363,119,1
21686,2024-07-30,I would like to report that Issue not resolved deducted. Please fix this.,Payment Problem,Negative,High,Call,47290,22,1
21687,2024-02-28,"I had an experience where I am facing an issue login, and I am not satisfied.",Account Issue,Negative,High,Email,44690,97,0
21688,2024-01-03,"I had an experience where Issue not resolved not good, and I am not satisfied.",Product Quality,Positive,Low,Email,34426,104,0
21689,2024-11-03,I would like to report that There is a problem charged. Please fix this.,Payment Problem,Negative,Medium,Website,17655,53,0
21690,2024-06-22,There seems to be an issue because Issue not resolved waiting. Need help urgently.,Delivery Issue,Negative,Medium,Email,19392,84,0
21691,2024-07-12,"I had an experience where I am facing an issue charged, and I am not satisfied.",Payment Problem,Negative,Medium,App,4956,32,0
21692,2024-01-16,This is regarding a problem where I am facing an issue refund pending. Kindly resolve soon.,Refund Issue,Negative,High,Website,28248,12,1
21693,2024-06-16,I would like to report that Issue not resolved assistance. Please fix this.,Customer Service,Negative,Medium,App,7706,41,1
21694,2024-07-18,This is regarding a problem where This is very frustrating not arrived please resolve quickly. Kindly resolve soon.,Delivery Issue,Positive,Low,Website,12254,63,0
21695,2024-01-31,There seems to be an issue because Issue not resolved waiting. Need help urgently.,Delivery Issue,Negative,Medium,Call,17762,12,0
21696,2024-10-05,"I had an experience where There is a problem bad quality please resolve quickly, and I am not satisfied.",Product Quality,Negative,High,App,31512,60,1
21697,2024-10-23,"I had an experience where Issue not resolved damaged, and I am not satisfied.",Product Quality,Negative,Medium,Website,3357,49,0
21698,2024-05-09,There seems to be an issue because Need help regarding this help. Need help urgently.,Customer Service,Negative,High,App,35525,22,1
21699,2024-03-17,There seems to be an issue because Need help regarding this refund pending. Need help urgently.,Refund Issue,Negative,Medium,Email,7488,35,0
21700,2024-06-27,There seems to be an issue because This is very frustrating broken. Need help urgently.,Product Quality,Negative,High,Email,39514,93,0
21701,2024-04-26,There seems to be an issue because Issue not resolved. Need help urgently.,Account Issue,Negative,High,App,37951,29,1
21702,2024-05-25,There seems to be an issue because There is a problem password. Need help urgently.,Account Issue,Neutral,Low,Email,28438,26,1
21703,2024-10-10,I am facing this issue where Issue not resolved bad quality. Please look into it.,Product Quality,Neutral,Low,App,16926,53,1
21704,2024-03-19,This is regarding a problem where Issue not resolved. Kindly resolve soon.,Delivery Issue,Negative,High,Email,33408,50,0
21705,2024-07-27,"I had an experience where There is a problem, and I am not satisfied.",Product Quality,Positive,Low,Website,13908,12,0
21706,2024-01-16,There seems to be an issue because Issue not resolved. Need help urgently.,Payment Problem,Negative,Medium,Website,18566,77,0
21707,2024-09-22,"I had an experience where This is very frustrating login, and I am not satisfied.",Account Issue,Negative,High,Email,31242,98,0
21708,2024-02-06,I am facing this issue where There is a problem. Please look into it.,Refund Issue,Negative,Medium,Website,18972,89,0
21709,2024-01-03,There seems to be an issue because Issue not resolved return. Need help urgently.,Refund Issue,Negative,High,Website,49397,14,0
21710,2024-06-21,There seems to be an issue because There is a problem password. Need help urgently.,Account Issue,Neutral,Low,App,27692,91,0
21711,2024-01-20,"I had an experience where I am facing an issue not credited, and I am not satisfied.",Refund Issue,Positive,Low,Call,6488,50,1
21712,2024-07-21,There seems to be an issue because This is very frustrating not good. Need help urgently.,Product Quality,Negative,High,Email,29767,95,0
21713,2024-05-06,I am facing this issue where Need help regarding this late. Please look into it.,Delivery Issue,Negative,Medium,Email,3647,92,1
21714,2024-09-08,This is regarding a problem where This is very frustrating assistance. Kindly resolve soon.,Customer Service,Negative,High,Email,48086,117,0
21715,2024-09-26,There seems to be an issue because There is a problem. Need help urgently.,Refund Issue,Negative,High,Website,27979,79,0
21716,2024-09-25,This is regarding a problem where Need help regarding this damaged. Kindly resolve soon.,Product Quality,Negative,Medium,App,4306,80,0
21717,2024-02-13,I would like to report that There is a problem charged please resolve quickly. Please fix this.,Payment Problem,Negative,High,Website,46173,48,0
21718,2024-06-08,There seems to be an issue because Issue not resolved damaged. Need help urgently.,Product Quality,Negative,Medium,Call,2923,82,1
21719,2024-06-03,I am facing this issue where This is very frustrating account error. Please look into it.,Account Issue,Negative,High,Email,47179,115,1
21720,2024-01-31,"I had an experience where Need help regarding this account error, and I am not satisfied.",Account Issue,Negative,Medium,Website,16590,14,0
21721,2024-06-12,"I had an experience where There is a problem, and I am not satisfied.",Payment Problem,Neutral,Low,Website,26421,63,0
21722,2024-08-25,I would like to report that Issue not resolved not good. Please fix this.,Product Quality,Neutral,Low,Email,35389,22,0
21723,2024-07-31,"I had an experience where I am facing an issue not good please resolve quickly, and I am not satisfied.",Product Quality,Negative,High,App,25102,78,1
21724,2024-01-22,I would like to report that Issue not resolved. Please fix this.,Account Issue,Negative,Medium,Call,1631,39,0
21725,2024-07-28,There seems to be an issue because I am facing an issue deducted. Need help urgently.,Payment Problem,Negative,High,Email,20667,66,1
21726,2024-04-21,There seems to be an issue because This is very frustrating refund pending. Need help urgently.,Refund Issue,Negative,High,Email,27538,110,1
21727,2024-12-25,I am facing this issue where This is very frustrating money back please resolve quickly. Please look into it.,Refund Issue,Positive,Low,Website,44120,45,0
21728,2024-03-10,There seems to be an issue because This is very frustrating please resolve quickly. Need help urgently.,Delivery Issue,Negative,Medium,Email,17442,101,0
21729,2024-02-26,This is regarding a problem where Not satisfied with the experience assistance please resolve quickly. Kindly resolve soon.,Customer Service,Negative,High,App,37027,79,1
21730,2024-05-26,"I had an experience where Issue not resolved, and I am not satisfied.",Payment Problem,Negative,High,App,39950,116,1
21731,2024-09-18,This is regarding a problem where This is very frustrating account error please resolve quickly. Kindly resolve soon.,Account Issue,Neutral,Low,Call,49430,70,0
21732,2024-04-21,I would like to report that Issue not resolved access. Please fix this.,Account Issue,Negative,High,Email,32549,56,0
21733,2024-03-29,I would like to report that Need help regarding this return. Please fix this.,Refund Issue,Negative,Medium,Email,1713,49,1
21734,2024-04-10,"I had an experience where Issue not resolved return, and I am not satisfied.",Refund Issue,Negative,Medium,Call,3277,30,0
21735,2024-12-24,There seems to be an issue because This is very frustrating account error. Need help urgently.,Account Issue,Negative,Medium,App,16424,99,0
21736,2024-08-27,"I had an experience where Not satisfied with the experience access please resolve quickly, and I am not satisfied.",Account Issue,Negative,High,Website,22793,94,0
21737,2024-06-03,I am facing this issue where Issue not resolved payment issue. Please look into it.,Payment Problem,Negative,High,Website,44565,114,0
21738,2024-10-03,This is regarding a problem where This is very frustrating delay. Kindly resolve soon.,Delivery Issue,Negative,High,Call,46650,61,0
21739,2024-06-16,"I had an experience where There is a problem delay please resolve quickly, and I am not satisfied.",Delivery Issue,Positive,Low,Call,5919,101,0
21740,2024-05-19,There seems to be an issue because Not satisfied with the experience broken. Need help urgently.,Product Quality,Neutral,Low,App,40584,77,0
21741,2024-05-25,I would like to report that Need help regarding this. Please fix this.,Payment Problem,Negative,High,App,28917,27,0
21742,2024-07-02,There seems to be an issue because This is very frustrating charged please resolve quickly. Need help urgently.,Payment Problem,Neutral,Low,Email,679,113,1
21743,2024-05-29,This is regarding a problem where Need help regarding this charged please resolve quickly. Kindly resolve soon.,Payment Problem,Negative,Medium,Website,12803,119,1
21744,2024-06-01,"I had an experience where Need help regarding this damaged, and I am not satisfied.",Product Quality,Negative,High,Email,21166,51,0
21745,2024-11-28,I would like to report that There is a problem late please resolve quickly. Please fix this.,Delivery Issue,Negative,Medium,Call,633,65,1
21746,2024-06-23,I would like to report that Need help regarding this charged. Please fix this.,Payment Problem,Negative,High,App,44238,67,1
21747,2024-08-03,This is regarding a problem where This is very frustrating late. Kindly resolve soon.,Delivery Issue,Positive,Low,Email,17737,76,0
21748,2024-06-15,There seems to be an issue because There is a problem please resolve quickly. Need help urgently.,Account Issue,Negative,Medium,Email,12955,85,1
21749,2024-05-06,There seems to be an issue because Need help regarding this support. Need help urgently.,Customer Service,Negative,High,Website,25612,115,1
21750,2024-06-28,I would like to report that I am facing an issue money back. Please fix this.,Refund Issue,Neutral,Low,App,5616,50,0
21751,2024-05-08,There seems to be an issue because There is a problem. Need help urgently.,Account Issue,Negative,Medium,Call,2395,37,0
21752,2024-07-02,This is regarding a problem where I am facing an issue damaged. Kindly resolve soon.,Product Quality,Negative,Medium,Email,19784,21,0
21753,2024-10-06,This is regarding a problem where This is very frustrating deducted. Kindly resolve soon.,Payment Problem,Neutral,Low,Email,5959,61,1
21754,2024-12-05,I am facing this issue where Not satisfied with the experience bad quality. Please look into it.,Product Quality,Negative,High,Email,42037,15,1
21755,2024-02-09,I would like to report that Need help regarding this please resolve quickly. Please fix this.,Product Quality,Positive,Low,App,16696,45,0
21756,2024-01-21,I would like to report that Issue not resolved help. Please fix this.,Customer Service,Negative,Medium,Email,15454,79,1
21757,2024-05-02,I am facing this issue where I am facing an issue support. Please look into it.,Customer Service,Positive,Low,Call,30075,29,1
21758,2024-07-10,This is regarding a problem where Need help regarding this. Kindly resolve soon.,Payment Problem,Negative,High,Email,43389,56,0
21759,2024-06-12,There seems to be an issue because Not satisfied with the experience help. Need help urgently.,Customer Service,Negative,High,Call,39604,109,1
21760,2024-10-13,There seems to be an issue because Need help regarding this money back please resolve quickly. Need help urgently.,Refund Issue,Negative,High,Email,30063,88,0
21761,2024-10-21,"I had an experience where This is very frustrating, and I am not satisfied.",Delivery Issue,Negative,High,Email,43259,28,0
21762,2024-10-24,There seems to be an issue because This is very frustrating deducted please resolve quickly. Need help urgently.,Payment Problem,Negative,Medium,App,18559,31,1
21763,2024-03-01,I would like to report that Not satisfied with the experience refund pending. Please fix this.,Refund Issue,Negative,Medium,App,8078,26,1
21764,2024-08-11,I would like to report that This is very frustrating return. Please fix this.,Refund Issue,Neutral,Low,App,16838,76,0
21765,2024-05-08,"I had an experience where This is very frustrating please resolve quickly, and I am not satisfied.",Delivery Issue,Neutral,Low,App,44588,32,1
21766,2024-02-15,"I had an experience where There is a problem login, and I am not satisfied.",Account Issue,Negative,High,App,24817,30,0
21767,2024-05-05,I am facing this issue where Issue not resolved. Please look into it.,Delivery Issue,Neutral,Low,Call,48958,110,1
21768,2024-04-19,I would like to report that Need help regarding this account error. Please fix this.,Account Issue,Neutral,Low,Website,40759,56,0
21769,2024-05-23,"I had an experience where There is a problem deducted please resolve quickly, and I am not satisfied.",Payment Problem,Positive,Low,Website,33932,86,0
21770,2024-09-09,There seems to be an issue because Need help regarding this no response please resolve quickly. Need help urgently.,Customer Service,Neutral,Low,Email,48872,12,1
21771,2024-02-16,I would like to report that This is very frustrating login. Please fix this.,Account Issue,Negative,High,Call,33497,100,1
21772,2024-02-24,I am facing this issue where Issue not resolved support. Please look into it.,Customer Service,Negative,High,Website,31102,59,0
21773,2024-07-13,There seems to be an issue because Not satisfied with the experience. Need help urgently.,Refund Issue,Negative,High,Call,37777,96,0
21774,2024-09-23,This is regarding a problem where This is very frustrating help. Kindly resolve soon.,Customer Service,Positive,Low,Call,3162,27,0
21775,2024-12-18,I am facing this issue where Issue not resolved not arrived. Please look into it.,Delivery Issue,Negative,Medium,Email,3149,21,1
21776,2024-12-12,I would like to report that Not satisfied with the experience. Please fix this.,Product Quality,Negative,High,Call,24784,33,0
21777,2024-12-26,I would like to report that Need help regarding this payment issue please resolve quickly. Please fix this.,Payment Problem,Positive,Low,App,46286,18,0
21778,2024-02-08,There seems to be an issue because Need help regarding this not arrived. Need help urgently.,Delivery Issue,Negative,High,Website,37928,43,1
21779,2024-10-20,This is regarding a problem where Not satisfied with the experience delay please resolve quickly. Kindly resolve soon.,Delivery Issue,Negative,Medium,App,11880,72,0
21780,2024-03-07,I would like to report that There is a problem help. Please fix this.,Customer Service,Negative,Medium,App,14192,38,0
21781,2024-08-17,I am facing this issue where There is a problem charged. Please look into it.,Payment Problem,Negative,Medium,Email,17962,35,0
21782,2024-03-25,I would like to report that I am facing an issue damaged. Please fix this.,Product Quality,Negative,Medium,Email,14342,63,0
21783,2024-04-07,There seems to be an issue because There is a problem bad quality please resolve quickly. Need help urgently.,Product Quality,Negative,High,Call,44763,66,0
21784,2024-02-06,This is regarding a problem where Not satisfied with the experience not good. Kindly resolve soon.,Product Quality,Positive,Low,Call,22330,44,0
21785,2024-08-05,I would like to report that Not satisfied with the experience transaction please resolve quickly. Please fix this.,Payment Problem,Negative,Medium,Email,997,58,0
21786,2024-05-12,"I had an experience where This is very frustrating charged, and I am not satisfied.",Payment Problem,Negative,High,Website,23643,57,0
21787,2024-01-15,I am facing this issue where Need help regarding this refund pending. Please look into it.,Refund Issue,Negative,Medium,Email,2724,41,1
21788,2024-05-16,I am facing this issue where I am facing an issue payment issue please resolve quickly. Please look into it.,Payment Problem,Negative,High,Website,39412,50,0
21789,2024-03-19,There seems to be an issue because Issue not resolved password. Need help urgently.,Account Issue,Negative,Medium,Call,19158,44,1
21790,2024-06-18,I am facing this issue where Need help regarding this access. Please look into it.,Account Issue,Negative,High,App,46012,114,1
21791,2024-08-26,I would like to report that There is a problem access. Please fix this.,Account Issue,Negative,Medium,Email,1107,76,1
21792,2024-05-11,"I had an experience where I am facing an issue help, and I am not satisfied.",Customer Service,Negative,High,App,43904,39,0
21793,2024-03-03,There seems to be an issue because There is a problem account error. Need help urgently.,Account Issue,Negative,Medium,App,2451,25,1
21794,2024-07-28,I am facing this issue where Need help regarding this please resolve quickly. Please look into it.,Product Quality,Neutral,Low,Website,24783,108,0
21795,2024-06-21,"I had an experience where I am facing an issue login please resolve quickly, and I am not satisfied.",Account Issue,Negative,Medium,Website,2002,29,0
21796,2024-08-16,I am facing this issue where This is very frustrating no response. Please look into it.,Customer Service,Negative,Medium,Call,11381,97,0
21797,2024-08-10,I would like to report that Issue not resolved not good. Please fix this.,Product Quality,Positive,Low,Website,31131,13,1
21798,2024-08-16,I would like to report that This is very frustrating please resolve quickly. Please fix this.,Customer Service,Positive,Low,Call,48010,109,0
21799,2024-11-30,"I had an experience where Not satisfied with the experience broken please resolve quickly, and I am not satisfied.",Product Quality,Negative,High,Website,36514,59,1
21800,2024-03-13,"I had an experience where Not satisfied with the experience charged please resolve quickly, and I am not satisfied.",Payment Problem,Negative,Medium,Call,7448,30,0
21801,2024-02-22,I am facing this issue where This is very frustrating help. Please look into it.,Customer Service,Neutral,Low,Email,29487,107,0
21802,2024-09-10,This is regarding a problem where Need help regarding this delay. Kindly resolve soon.,Delivery Issue,Neutral,Low,Website,11859,79,0
21803,2024-01-21,I am facing this issue where This is very frustrating late. Please look into it.,Delivery Issue,Neutral,Low,Email,2711,30,0
21804,2024-08-26,"I had an experience where Need help regarding this refund pending please resolve quickly, and I am not satisfied.",Refund Issue,Neutral,Low,Call,35475,80,0
21805,2024-11-08,This is regarding a problem where This is very frustrating help. Kindly resolve soon.,Customer Service,Negative,Medium,Email,2792,114,0
21806,2024-09-09,"I had an experience where Need help regarding this money back, and I am not satisfied.",Refund Issue,Negative,Medium,Email,1673,71,0
21807,2024-10-03,This is regarding a problem where Not satisfied with the experience. Kindly resolve soon.,Payment Problem,Neutral,Low,App,32091,88,0
21808,2024-01-29,This is regarding a problem where This is very frustrating delay please resolve quickly. Kindly resolve soon.,Delivery Issue,Negative,Medium,App,11094,64,0
21809,2024-01-20,I would like to report that There is a problem. Please fix this.,Account Issue,Negative,High,Website,46589,65,0
21810,2024-06-30,I would like to report that Issue not resolved bad quality please resolve quickly. Please fix this.,Product Quality,Positive,Low,Email,38487,27,1
21811,2024-02-11,I am facing this issue where This is very frustrating bad quality please resolve quickly. Please look into it.,Product Quality,Negative,High,Call,41328,69,1
21812,2024-03-20,"I had an experience where Not satisfied with the experience, and I am not satisfied.",Delivery Issue,Negative,High,App,41659,68,1
21813,2024-12-18,I am facing this issue where This is very frustrating not good. Please look into it.,Product Quality,Negative,Medium,App,3328,92,0
21814,2024-07-26,I would like to report that Issue not resolved login. Please fix this.,Account Issue,Negative,High,Email,24314,101,1
21815,2024-04-10,This is regarding a problem where There is a problem help. Kindly resolve soon.,Customer Service,Neutral,Low,App,17668,99,1
21816,2024-08-08,This is regarding a problem where Need help regarding this no response. Kindly resolve soon.,Customer Service,Negative,Medium,Call,5303,106,0
21817,2024-10-12,There seems to be an issue because Need help regarding this login. Need help urgently.,Account Issue,Negative,Medium,Email,4604,80,1
21818,2024-09-18,There seems to be an issue because Not satisfied with the experience not credited. Need help urgently.,Refund Issue,Negative,Medium,Call,18174,59,1
21819,2024-08-31,I would like to report that There is a problem delay. Please fix this.,Delivery Issue,Negative,Medium,Call,13580,100,1
21820,2024-11-05,There seems to be an issue because Not satisfied with the experience. Need help urgently.,Product Quality,Negative,High,Website,35681,49,0
21821,2024-05-23,This is regarding a problem where There is a problem deducted. Kindly resolve soon.,Payment Problem,Positive,Low,Website,4946,61,0
21822,2024-06-11,I am facing this issue where Need help regarding this. Please look into it.,Product Quality,Negative,Medium,Website,15839,106,0
21823,2024-04-17,"I had an experience where There is a problem return please resolve quickly, and I am not satisfied.",Refund Issue,Neutral,Low,Website,35129,60,0
21824,2024-02-13,I am facing this issue where There is a problem no response. Please look into it.,Customer Service,Positive,Low,Email,4912,65,0
21825,2024-04-09,I am facing this issue where Need help regarding this. Please look into it.,Delivery Issue,Negative,High,App,40205,115,0
21826,2024-10-11,I am facing this issue where This is very frustrating not credited. Please look into it.,Refund Issue,Negative,Medium,Call,12506,82,0
21827,2024-07-16,I am facing this issue where Not satisfied with the experience account error. Please look into it.,Account Issue,Negative,High,Email,38024,25,0
21828,2024-10-27,"I had an experience where This is very frustrating charged please resolve quickly, and I am not satisfied.",Payment Problem,Negative,High,Email,40829,101,0
21829,2024-10-27,I am facing this issue where This is very frustrating account error. Please look into it.,Account Issue,Negative,High,Website,25996,99,0
21830,2024-07-26,"I had an experience where This is very frustrating charged, and I am not satisfied.",Payment Problem,Neutral,Low,Email,5069,111,0
21831,2024-06-26,This is regarding a problem where This is very frustrating password please resolve quickly. Kindly resolve soon.,Account Issue,Neutral,Low,Call,18083,30,1
21832,2024-08-23,This is regarding a problem where Not satisfied with the experience. Kindly resolve soon.,Account Issue,Positive,Low,App,36106,94,1
21833,2024-03-21,There seems to be an issue because This is very frustrating help please resolve quickly. Need help urgently.,Customer Service,Negative,High,App,24043,78,0
21834,2024-01-16,I would like to report that There is a problem damaged. Please fix this.,Product Quality,Negative,High,Website,29335,88,0
21835,2024-05-31,I would like to report that Not satisfied with the experience not arrived. Please fix this.,Delivery Issue,Positive,Low,Website,34169,99,1
21836,2024-08-03,I am facing this issue where Issue not resolved return. Please look into it.,Refund Issue,Negative,Medium,Website,16487,69,1
21837,2024-05-05,"I had an experience where Need help regarding this damaged, and I am not satisfied.",Product Quality,Negative,High,Email,21767,51,0
21838,2024-08-23,I am facing this issue where Issue not resolved delay. Please look into it.,Delivery Issue,Negative,High,Call,33789,14,0
21839,2024-11-09,There seems to be an issue because I am facing an issue return please resolve quickly. Need help urgently.,Refund Issue,Positive,Low,Call,2591,29,0
21840,2024-08-31,"I had an experience where This is very frustrating delay, and I am not satisfied.",Delivery Issue,Negative,High,Email,20740,53,0
21841,2024-04-29,"I had an experience where Issue not resolved, and I am not satisfied.",Refund Issue,Negative,Medium,Call,13815,81,1
21842,2024-02-02,This is regarding a problem where Issue not resolved account error. Kindly resolve soon.,Account Issue,Negative,High,App,44501,105,0
21843,2024-01-27,I am facing this issue where I am facing an issue bad quality please resolve quickly. Please look into it.,Product Quality,Negative,Medium,Email,5187,54,1
21844,2024-07-01,I am facing this issue where There is a problem deducted. Please look into it.,Payment Problem,Negative,High,Email,31500,41,1
21845,2024-08-25,There seems to be an issue because Not satisfied with the experience broken. Need help urgently.,Product Quality,Negative,High,Website,37252,39,0
21846,2024-11-18,I would like to report that This is very frustrating transaction. Please fix this.,Payment Problem,Negative,High,App,34973,98,0
21847,2024-10-15,I would like to report that Not satisfied with the experience return. Please fix this.,Refund Issue,Negative,High,Call,38933,54,1
21848,2024-08-26,This is regarding a problem where There is a problem delay. Kindly resolve soon.,Delivery Issue,Negative,Medium,Call,7249,107,0
21849,2024-07-20,There seems to be an issue because Not satisfied with the experience transaction. Need help urgently.,Payment Problem,Negative,Medium,Email,11006,50,0
21850,2024-05-07,I am facing this issue where Issue not resolved broken please resolve quickly. Please look into it.,Product Quality,Negative,Medium,Website,19444,61,0
21851,2024-05-25,This is regarding a problem where This is very frustrating late please resolve quickly. Kindly resolve soon.,Delivery Issue,Negative,High,App,32654,101,1
21852,2024-04-21,I would like to report that Issue not resolved return please resolve quickly. Please fix this.,Refund Issue,Positive,Low,App,3530,37,0
21853,2024-09-10,There seems to be an issue because Not satisfied with the experience access. Need help urgently.,Account Issue,Negative,High,Website,31054,79,0
21854,2024-02-03,There seems to be an issue because Issue not resolved damaged. Need help urgently.,Product Quality,Negative,Medium,Email,6817,95,1
21855,2024-05-22,"I had an experience where I am facing an issue, and I am not satisfied.",Payment Problem,Positive,Low,Email,38222,73,0
21856,2024-12-15,This is regarding a problem where Issue not resolved broken. Kindly resolve soon.,Product Quality,Negative,Medium,Call,18795,84,1
21857,2024-05-24,I am facing this issue where Need help regarding this return. Please look into it.,Refund Issue,Negative,High,Call,28434,14,1
21858,2024-12-26,This is regarding a problem where There is a problem please resolve quickly. Kindly resolve soon.,Product Quality,Neutral,Low,Email,14739,65,1
21859,2024-10-09,I am facing this issue where Issue not resolved broken. Please look into it.,Product Quality,Negative,High,Call,33278,112,0
21860,2024-09-14,"I had an experience where Not satisfied with the experience login, and I am not satisfied.",Account Issue,Neutral,Low,Website,39300,72,1
21861,2024-06-09,There seems to be an issue because Not satisfied with the experience transaction. Need help urgently.,Payment Problem,Negative,High,App,40781,33,0
21862,2024-04-21,I am facing this issue where This is very frustrating assistance please resolve quickly. Please look into it.,Customer Service,Negative,High,Call,35135,50,1
21863,2024-12-17,There seems to be an issue because Issue not resolved delay. Need help urgently.,Delivery Issue,Negative,High,Call,35155,57,0
21864,2024-08-17,There seems to be an issue because Not satisfied with the experience support. Need help urgently.,Customer Service,Negative,Medium,Website,7295,61,1
21865,2024-12-22,I would like to report that Issue not resolved. Please fix this.,Customer Service,Negative,Medium,App,7726,88,1
